,Common Name,Kingdom,Phylum,Class,Subclass,Infraclass,Superorder,Order,Family,Genus,SPECIES,Continents,Countries,Regions,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Subcontinents,Group name,Islands,Introduced Countries,Suborder,Oceans,SUBSPECIES OF,Subfamily,Subgenus,Tribe
0,antipodean-albatross,Animalia,Chordata,Aves,,,,Procellariiformes,Diomedeidae,Diomedea,Diomedea antipodensis,South America,"Australia,","New Zealand,","Grassland,Neritic zone,Oceanic pelagic zone,Shrubland,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Antipodean_albatross,https://www.iucnredlist.org/species/22728318/132656045",https://animalia.bio/antipodean-albatross/,,,,,,,,,,
0,antipodes-parakeet,Animalia,Chordata,Aves,,,,Psittaciformes,Psittacidae,Cyanoramphus,Cyanoramphus unicolor,,New Zealand,,Grassland,"Terrestrial, ,Oviparous, ,Arboreal, ,Burrowing, ,Territorial",Not a migrant,"https://en.wikipedia.org/wiki/Antipodes_parakeet,https://www.iucnredlist.org/species/22685162/93061319",https://animalia.bio/antipodes-parakeet/,,,,,,,,,,
0,apapane,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Himatione,Himatione sanguinea,North America,United States,,"Forest,Rainforest","Arboreal, ,Island endemic, ,Pollinator, ,Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/ʻApapane,https://www.iucnredlist.org/species/103828426/111174421,https://xeno-canto.org/505432",https://animalia.bio/apapane/,,,,,,,,,,
0,apical-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/apical-flycatcher/,,,,,,,,,,
0,aplomado-falcon,Animalia,Chordata,Aves,,,,Falconiformes,Falconidae,Falco,Falco femoralis,"North America,",Central America,,"Temperate grasslands,Tropical savanna,Desert,Wetlands,Freshwater,Anthropogenic biome,Grassland,Savanna,Shrubland,Marsh","Terrestrial, ,Arboreal, ,Predator, ,Soaring birds, ,Altricial, ,Oviparous, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Aplomado_falcon,https://www.iucnredlist.org/species/22696450/131940332,https://xeno-canto.org/705645",https://animalia.bio/aplomado-falcon/,South America,"bazaar, eyrie",,,,,,,,
0,apo-myna,,,,,,,,,,,,,,,,,,https://animalia.bio/apo-myna/,,,,,,,,,,
0,apo-sunbird,Animalia,Chordata,Aves,,,,Passeriformes,Nectariniidae,Aethopyga,Aethopyga boltoni,Asia,Philippines,,"Forest,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Apo_sunbird,https://www.iucnredlist.org/species/22718059/179061446,https://xeno-canto.org/389831",https://animalia.bio/apo-sunbird/,,,,,,,,,,
0,apolinars-wren,Animalia,Chordata,Aves,,,,Passeriformes,Troglodytidae,Cistothorus,Cistothorus apolinari,South America,Colombia,,"Freshwater,Grassland,Wetlands,Marsh,Swamp",,,"https://en.wikipedia.org/wiki/Apolinar's_wren,https://www.iucnredlist.org/species/22711366/131963740,https://xeno-canto.org/693426",https://animalia.bio/apolinars-wren/,,,,,,,,,,
0,apolo-cotinga,Animalia,Chordata,Aves,,,,Passeriformes,Cotingidae,Phibalura,Phibalura boliviana,South America,Bolivia,,"Anthropogenic biome,Forest,Savanna",,,"https://en.wikipedia.org/wiki/Apolo_cotinga,https://www.iucnredlist.org/species/22724784/94878523",https://animalia.bio/apolo-cotinga/,,,,,,,,,,
0,apostlebird,Animalia,Chordata,Aves,,,,Passeriformes,Corcoracidae,Struthidea,Struthidea cinerea,,Australia,,"Forest,Grassland,Shrubland,Anthropogenic biome,Savanna,Woodland","Arboreal, ,Terrestrial, ,Territorial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Apostlebird,https://www.iucnredlist.org/species/22705385/94015903,https://xeno-canto.org/695189",https://animalia.bio/apostlebird/,,,,,,,,,,
0,apperts-tetraka,Animalia,Chordata,Aves,,,,Passeriformes,Bernieridae,Xanthomixis,Xanthomixis apperti,Africa,Madagascar,,"Forest,Mountains",,,"https://en.wikipedia.org/wiki/Appert's_tetraka,https://www.iucnredlist.org/species/22713004/94357076,https://xeno-canto.org/77874",https://animalia.bio/apperts-tetraka/,,,,,,,,,,
0,apricotbreasted-sunbird,,,,,,,,,,,,,,,,,,https://animalia.bio/apricotbreasted-sunbird/,,,,,,,,,,
0,apurímac-brushfinch,,,,,,,,,,,,,,,,,,https://animalia.bio/apurímac-brushfinch/,,,,,,,,,,
0,apurímac-spinetail,,,,,,,,,,,,,,,,,,https://animalia.bio/apurímac-spinetail/,,,,,,,,,,
0,aquatic-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus paludicola,"Europe,",Africa,"Spain,","Freshwater,Anthropogenic biome,Wetlands,Grassland,Swamp","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Aquatic_warbler,https://www.iucnredlist.org/species/22714696/110042215,https://xeno-canto.org/692253",https://animalia.bio/aquatic-warbler/,,,,,,,,,,
0,arabian-accentor,Animalia,Chordata,Aves,,,,Passeriformes,Prunellidae,Prunella,Prunella fagani,Asia,"India,",,"Grassland,Shrubland",,,"https://en.wikipedia.org/wiki/Arabian_accentor,https://www.iucnredlist.org/species/105986083/132202942",https://animalia.bio/arabian-accentor/,,,,,,,,,,
0,arabian-babbler,Animalia,Chordata,Aves,,,,Passeriformes,Leiotrichidae,Argya,Argya squamiceps,"Africa,",Asia,,"Anthropogenic biome,Grassland,Intertidal zone,Shrubland,Marine,Savanna","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Arabian_babbler,https://www.iucnredlist.org/species/22716364/131973977,https://xeno-canto.org/638258",https://animalia.bio/arabian-babbler/,,,,,,,,,,
0,arabian-bustard,Animalia,Chordata,Aves,,,,Otidiformes,Otididae,Ardeotis,Ardeotis arabs,"Africa,",Asia,,"Forest,Grassland,Savanna,Shrubland,Desert,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Arabian_bustard,https://www.iucnredlist.org/species/22691924/129917069,https://xeno-canto.org/209985",https://animalia.bio/arabian-bustard/,,,,,,,,,,
0,arabian-golden-sparrow,Animalia,Chordata,Aves,,,,Passeriformes,Passeridae,Passer,Passer euchlorus,"Africa,",Asia,,"Anthropogenic biome,Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Arabian_golden_sparrow,https://www.iucnredlist.org/species/22718281/94574276",https://animalia.bio/arabian-golden-sparrow/,,,,,,,,,,
0,arabian-goldenwinged-grosbeak,,,,,,,,,,,,,,,,,,https://animalia.bio/arabian-goldenwinged-grosbeak/,,,,,,,,,,
0,arabian-partridge,Animalia,Chordata,Aves,,,,Galliformes,Phasianidae,Alectoris,Alectoris melanocephala,Asia,"Yemen,",,"Anthropogenic biome,Forest,Grassland,Rocky areas,Shrubland","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Arabian_partridge,https://www.iucnredlist.org/species/22678714/92784875,https://xeno-canto.org/612409",https://animalia.bio/arabian-partridge/,,,,,,,,,,
0,arabian-scops-owl,,,,,,,,,,,,,,,,,,https://animalia.bio/arabian-scops-owl/,,,,,,,,,,
0,arabian-serin,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Crithagra,Crithagra rothschildi,Asia,"Yemen,",,"Anthropogenic biome,Forest,Grassland,Rocky areas,Shrubland",,,"https://en.wikipedia.org/wiki/Arabian_serin,https://www.iucnredlist.org/species/22720122/131998798,https://xeno-canto.org/640629",https://animalia.bio/arabian-serin/,,,,,,,,,,
0,arabian-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Sylviidae,Sylvia,Curruca leucomelaena,"Africa,",Asia,,Savanna,,,"https://en.wikipedia.org/wiki/Arabian_warbler,https://www.iucnredlist.org/species/22716949/94516607",https://animalia.bio/arabian-warbler/,,,,,,,,,,
0,arabian-waxbill,Animalia,Chordata,Aves,,,,Passeriformes,Estrildidae,Estrilda,Estrilda rufibarba,Asia,"Yemen,",,"Freshwater,Anthropogenic biome,Shrubland,Wetlands,Agricultural",,,"https://en.wikipedia.org/wiki/Arabian_waxbill,https://www.iucnredlist.org/species/22719566/94633336",https://animalia.bio/arabian-waxbill/,,,,,,,,,,
0,arabian-wheatear,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Oenanthe,Oenanthe lugentoides,"Africa,",Asia,,"Anthropogenic biome,Desert,Grassland,Rocky areas",,,"https://en.wikipedia.org/wiki/Arabian_wheatear,https://www.iucnredlist.org/species/106000073/155609396,https://xeno-canto.org/684491",https://animalia.bio/arabian-wheatear/,,,,,,,,,,
0,arabian-woodpecker,Animalia,Chordata,Aves,,,,Piciformes,Picidae,Dendropicos,Dendrocoptes dorae,Asia,"Yemen,",,"Forest,Savanna,Shrubland,Agricultural,Anthropogenic biome,Woodland,Mountains,Riparian",,,"https://en.wikipedia.org/wiki/Arabian_woodpecker,https://www.iucnredlist.org/species/22681095/119106114,https://xeno-canto.org/442409",https://animalia.bio/arabian-woodpecker/,,,,,,,,,,
0,arafura-fantail,Animalia,Chordata,Aves,,,,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura dryas,Asia,"Australia,",,"Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Arafura_fantail,https://www.iucnredlist.org/species/22735724/112344992,https://xeno-canto.org/674457",https://animalia.bio/arafura-fantail/,,,,,,,,,,
0,arafura-shrikethrush,Animalia,Chordata,Aves,,,,Passeriformes,Pachycephalidae,Colluricincla,Colluricincla megarhyncha,Asia,"Australia,",,"Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Arafura_shrikethrush,https://www.iucnredlist.org/species/22705547/118693118,https://xeno-canto.org/706578",https://animalia.bio/arafura-shrikethrush/,,,,,,,,,,
0,araripe-manakin,Animalia,Chordata,Aves,,,,Passeriformes,Pipridae,Antilophia,Antilophia bokermanni,South America,Brazil,,"Anthropogenic biome,Forest,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Araripe_manakin,https://www.iucnredlist.org/species/22728410/130774493,https://xeno-canto.org/451991",https://animalia.bio/araripe-manakin/,,,,,,,,,,
0,araucaria-titspinetail,,,,,,,,,,,,,,,,,,https://animalia.bio/araucaria-titspinetail/,,,,,,,,,,
0,archbolds-bowerbird,Animalia,Chordata,Aves,,,,Passeriformes,Ptilonorhynchidae,Archboldia,Archboldia papuensis,Asia,"Papua New Guinea,",,Forest,,,"https://en.wikipedia.org/wiki/Archbold's_bowerbird,https://www.iucnredlist.org/species/22731912/95038729,https://xeno-canto.org/595311",https://animalia.bio/archbolds-bowerbird/,,,,,,,,,,
0,archbolds-newtonia,Animalia,Chordata,Aves,,,,Passeriformes,Vangidae,Newtonia,Newtonia archboldi,Africa,Madagascar,,"Forest,Shrubland,Rocky areas","Terrestrial, ,Oviparous, ,Arboreal",Not a migrant,"https://en.wikipedia.org/wiki/Archbold's_newtonia,https://www.iucnredlist.org/species/22715090/94439742,https://xeno-canto.org/418981",https://animalia.bio/archbolds-newtonia/,,,,,,,,,,
0,archbolds-nightjar,,,,,,,,,,,,,,,,,,https://animalia.bio/archbolds-nightjar/,,,,,,,,,,
0,archbolds-owletnightjar,,,,,,,,,,,,,,,,,,https://animalia.bio/archbolds-owletnightjar/,,,,,,,,,,
0,archers-buzzard,Animalia,Chordata,Aves,,,,Accipitriformes,Accipitridae,Buteo,Buteo archeri,,Somalia,,"Grassland,Mountains,Savanna",,,https://en.wikipedia.org/wiki/Archer's_buzzard,https://animalia.bio/archers-buzzard/,,,,,,,,,,
0,archers-ground-robin,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Dessonornis,Cossypha archeri,Africa,"Burundi,",,"Forest,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Archer's_ground_robin,https://www.iucnredlist.org/species/22709778/94222549,https://xeno-canto.org/706143",https://animalia.bio/archers-ground-robin/,,,,,,,,,,
0,archers-lark,Animalia,Chordata,Aves,,,,Passeriformes,Alaudidae,Heteromirafra,Heteromirafra archeri,Africa,"Ethiopia,",,"Grassland,Rocky areas,Savanna,Shrubland,Agricultural,Anthropogenic biome",,,"https://en.wikipedia.org/wiki/Archer's_lark,https://www.iucnredlist.org/species/84543703/131105923,https://xeno-canto.org/353802",https://animalia.bio/archers-lark/,,,,,,,,,,
0,arctic-redpoll,Animalia,Chordata,Aves,,,,Passeriformes,Fringillidae,Acanthis,Acanthis hornemanni,,Canada,Greenland,"Forest,Shrubland,Tundra",Oviparous,Migrating,"https://en.wikipedia.org/wiki/Arctic_redpoll,https://xeno-canto.org/491612",https://animalia.bio/arctic-redpoll/,,,,,,,,,,
0,arctic-tern,,,,,,,,,,,,,,,,,,https://animalia.bio/arctic-tern/,,,,,,,,,,
0,arctic-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealis,"Europe,","North America,",,"Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Arctic_warbler,https://www.iucnredlist.org/species/103845882/87673832,https://xeno-canto.org/685890",https://animalia.bio/arctic-warbler/,,,,,,,,,,
0,arfak-astrapia,Animalia,Chordata,Aves,,,,Passeriformes,Paradisaeidae,Astrapia,Astrapia nigra,Asia,Indonesia,,"Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Arfak_astrapia,https://www.iucnredlist.org/species/22706212/94056479,https://xeno-canto.org/155403",https://animalia.bio/arfak-astrapia/,,,,,,,,,,
0,arfak-catbird,Animalia,Chordata,Aves,,,,Passeriformes,Ptilonorhynchidae,Ailuroedus,Ailuroedus arfakianus,,"Australia,","Indonesia,",Mountains,Oviparous,,https://en.wikipedia.org/wiki/Arfak_catbird,https://animalia.bio/arfak-catbird/,,,,,,,,,,
0,arfak-honeyeater,Animalia,Chordata,Aves,,,,Passeriformes,Meliphagidae,Melipotes,Melipotes gymnops,Asia,Indonesia,,"Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Arfak_honeyeater,https://www.iucnredlist.org/species/22704295/130261184,https://xeno-canto.org/62624",https://animalia.bio/arfak-honeyeater/,,,,,,,,,,
0,aripuana-antwren,,,,,,,,,,,,,,,,,,https://animalia.bio/aripuana-antwren/,,,,,,,,,,
0,arizona-woodpecker,Animalia,Chordata,Aves,,,,Piciformes,Picidae,Leuconotopicus,Leuconotopicus arizonae,North America,"Mexico,",,"Forest,Desert,Mountains","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Arizona_woodpecker,https://www.iucnredlist.org/species/22729044/141045072,https://xeno-canto.org/700945",https://animalia.bio/arizona-woodpecker/,,,,,,,,,,
0,armenian-gull,Animalia,Chordata,Aves,,,,Charadriiformes,Laridae,Larus,Larus armenicus,"Africa,",Asia,,"Freshwater,Anthropogenic biome,Intertidal zone,Neritic zone,Wetlands,Coastal,Marine,Mountains","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Territorial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Armenian_gull,https://www.iucnredlist.org/species/22694357/155575591,https://xeno-canto.org/135048",https://animalia.bio/armenian-gull/,,,,,,,,,,
0,arnots-chat,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Myrmecocichla,Myrmecocichla arnotti,Africa,"South Africa,",,"Savanna,Forest,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Arnot's_chat,https://www.iucnredlist.org/species/22710432/132088230,https://xeno-canto.org/699387",https://animalia.bio/arnots-chat/,,,,,,,,,,
0,arrowhead-piculet,Animalia,Chordata,Aves,,,,Piciformes,Picidae,Picumnus,Picumnus minutissimus,South America,Suriname,,"Freshwater,Anthropogenic biome,Forest,Mangrove",,,"https://en.wikipedia.org/wiki/Arrowhead_piculet,https://www.iucnredlist.org/species/22680726/153765017,https://xeno-canto.org/272456",https://animalia.bio/arrowhead-piculet/,,,,,,,,,,
0,arrowhead-warbler,Animalia,Chordata,Aves,,,,Passeriformes,Parulidae,Setophaga,Setophaga pharetra,North America,Jamaica,,"Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Arrowhead_warbler,https://www.iucnredlist.org/species/22721746/94728524",https://animalia.bio/arrowhead-warbler/,,,,,,,,,,
0,arrowmarked-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/arrowmarked-babbler/,,,,,,,,,,
0,ascension-crake,,,,,,,,,,,,,,,,,,https://animalia.bio/ascension-crake/,,,,,,,,,,
0,ascension-frigatebird,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Suliformes,Fregatidae,Fregata,Fregata aquila,Africa,,"Saint Helena, Ascension and Tristan da Cunha","Neritic zone,Oceanic pelagic zone,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous,  ,Soaring, ,Seabird",Not a migrant,"https://en.wikipedia.org/wiki/Ascension_frigatebird,https://www.iucnredlist.org/species/22697728/132597828",https://animalia.bio/ascension-frigatebird/,,,,,,,,,,
0,ascension-night-heron,,,,,,,,,,,,,,,,,,https://animalia.bio/ascension-night-heron/,,,,,,,,,,
0,ashambu-laughingthrush,Animalia,Chordata,Aves,,,,Passeriformes,Leiotrichidae,Montecincla,Montecincla meridionalis,Asia,India,,"Freshwater,Anthropogenic biome,Shrubland,Wetlands",,,"https://en.wikipedia.org/wiki/Ashambu_laughingthrush,https://www.iucnredlist.org/species/103874754/104204024",https://animalia.bio/ashambu-laughingthrush/,,,,,,,,,,
0,ashbreasted-antbird,,,,,,,,,,,,,,,,,,https://animalia.bio/ashbreasted-antbird/,,,,,,,,,,
0,ashbreasted-sierra-finch,,,,,,,,,,,,,,,,,,https://animalia.bio/ashbreasted-sierra-finch/,,,,,,,,,,
0,ashbreasted-tittyrant,,,,,,,,,,,,,,,,,,https://animalia.bio/ashbreasted-tittyrant/,,,,,,,,,,
0,ashbrowed-spinetail,,,,,,,,,,,,,,,,,,https://animalia.bio/ashbrowed-spinetail/,,,,,,,,,,
0,ashcolored-cuckoo,,,,,,,,,,,,,,,,,,https://animalia.bio/ashcolored-cuckoo/,,,,,,,,,,
0,ashcolored-tapaculo,,,,,,,,,,,,,,,,,,https://animalia.bio/ashcolored-tapaculo/,,,,,,,,,,
0,ashs-lark,Animalia,Chordata,Aves,,,,Passeriformes,Alaudidae,Mirafra,Mirafra ashi,Africa,Somalia,,Grassland,,,"https://en.wikipedia.org/wiki/Ash's_lark,https://www.iucnredlist.org/species/22717049/94519282",https://animalia.bio/ashs-lark/,,,,,,,,,,
0,ashthroated-antwren,,,,,,,,,,,,,,,,,,https://animalia.bio/ashthroated-antwren/,,,,,,,,,,
0,ashthroated-casiornis,,,,,,,,,,,,,,,,,,https://animalia.bio/ashthroated-casiornis/,,,,,,,,,,
0,ashthroated-crake,,,,,,,,,,,,,,,,,,https://animalia.bio/ashthroated-crake/,,,,,,,,,,
0,ashthroated-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/ashthroated-flycatcher/,,,,,,,,,,
0,ashthroated-gnateater,,,,,,,,,,,,,,,,,,https://animalia.bio/ashthroated-gnateater/,,,,,,,,,,
0,ashwinged-antwren,,,,,,,,,,,,,,,,,,https://animalia.bio/ashwinged-antwren/,,,,,,,,,,
0,ashy-bulbul,Animalia,Chordata,Aves,,,,Passeriformes,Pycnonotidae,Hemixos,Hemixos flavala,Asia,"China,",,"Anthropogenic biome,Forest,Mountains","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Ashy_bulbul,https://www.iucnredlist.org/species/103822632/94365071,https://xeno-canto.org/685152",https://animalia.bio/ashy-bulbul/,,,,,,,,,,
0,ashy-cisticola,Animalia,Chordata,Aves,,,,Passeriformes,Cisticolidae,Cisticola,Cisticola cinereolus,Africa,"Ethiopia,",,"Grassland,Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Ashy_cisticola,https://www.iucnredlist.org/species/22713340/94371682,https://xeno-canto.org/606252",https://animalia.bio/ashy-cisticola/,,,,,,,,,,
0,ashy-drongo,Animalia,Chordata,Aves,,,,Passeriformes,Dicruridae,Dicrurus,Dicrurus leucophaeus,Asia,"China,",,"Anthropogenic biome,Forest,Savanna,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Ashy_drongo,https://www.iucnredlist.org/species/22706964/94099735,https://xeno-canto.org/706101",https://animalia.bio/ashy-drongo/,,,,,,,,,,
0,ashy-flowerpecker,Animalia,Chordata,Aves,,,,Passeriformes,Dicaeidae,Dicaeum,Dicaeum vulneratum,Asia,Indonesia,,"Anthropogenic biome,Forest,Agricultural,Mountains",,,"https://en.wikipedia.org/wiki/Ashy_flowerpecker,https://www.iucnredlist.org/species/22717540/131976361",https://animalia.bio/ashy-flowerpecker/,,,,,,,,,,
0,ashy-flycatcher,Animalia,Chordata,Aves,,,,Passeriformes,Muscicapidae,Fraseria,Muscicapa caerulescens,Africa,"Equatorial Guinea,","South Africa,","Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Ashy_flycatcher,https://www.iucnredlist.org/species/22709286/94201219,https://xeno-canto.org/660766",https://animalia.bio/ashy-flycatcher/,,,,,,,,,,
0,ashy-minivet,Animalia,Chordata,Aves,,,,Passeriformes,Campephagidae,Pericrocotus,Pericrocotus divaricatus,Asia,"China,",,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Ashy_minivet,https://www.iucnredlist.org/species/22706735/130428286,https://xeno-canto.org/555552",https://animalia.bio/ashy-minivet/,,,,,,,,,,
0,ashy-myzomela,Animalia,Chordata,Aves,,,,Passeriformes,Meliphagidae,Myzomela,Myzomela cineracea,,Papua New Guinea,,Forest,"Terrestrial, ,Nomadic, ,Oviparous",,"https://en.wikipedia.org/wiki/Ashy_myzomela,https://www.iucnredlist.org/species/103686550/118656075",https://animalia.bio/ashy-myzomela/,,,,,,,,,,
0,ashy-prinia,Animalia,Chordata,Aves,,,,Passeriformes,Cisticolidae,Prinia,Prinia socialis,Asia,"India,",,"Freshwater,Anthropogenic biome,Forest,Grassland,Shrubland,Wetlands,Urban wildlife,Agricultural,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Ashy_prinia,https://www.iucnredlist.org/species/22713604/94382336,https://xeno-canto.org/665299",https://animalia.bio/ashy-prinia/,,,,,,,,,,
