,Common Name,Animalia_Link,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Ref,Introduced Countries,Regions,Lifestyle,Seasonal behavior,Subfamily,Subclass,Infraclass,Superorder,Subcontinents,Group name,Suborder,Oceans,Islands,Tribe,Seas
0,ferruginous-hawk,https://animalia.bio/ferruginous-hawk/,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis,North America,"Canada,","Temperate grasslands,Desert,Temperate coniferous forest,Chaparral,Grassland,Anthropogenic biome,Shrubland,Forest,Mountains,Rocky areas,Wetlands,Swamp,Riparian","https://en.wikipedia.org/wiki/Ferruginous_hawk,http://www.iucnredlist.org/details/22695970/0,https://xeno-canto.org/419204",,,"Soaring birds, ,Terrestrial, ,Oviparous, ,Altricial, ,Burrowing,  ,Territorial, ,Soaring, ,Gliding, ,Ambush predator",Migrating,,,,,,"aerie, boil, cast, kettle, lease",,,,,
0,ferruginous-partridge,https://animalia.bio/ferruginous-partridge/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Caloperdix,Caloperdix oculeus,Asia,"Indonesia,","Forest,Shrubland","https://en.wikipedia.org/wiki/Ferruginous_partridge,https://www.iucnredlist.org/species/22679094/92802432,https://xeno-canto.org/621169",,,"Terrestrial, ,Oviparous, ,Precocial",Not a migrant,,,,,,,,,,,
0,ferruginous-pygmy-owl,https://animalia.bio/ferruginous-pygmy-owl/,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium brasilianum,"North America,",Central America,"Tropical dry forest,Tropical moist forests,Shrubland,Desert,Forest,Rainforest,Grassland,Anthropogenic biome","https://en.wikipedia.org/wiki/Ferruginous_pygmy_owl,https://www.iucnredlist.org/species/61815999/95181606,https://xeno-canto.org/707568",,,"Arboreal, ,Predator, ,Altricial, ,Jumping, ,Terrestrial, ,Oviparous",Not a migrant,,,,,South America,"parliament, stare",,,,,
0,ferruginousbacked-antbird,https://animalia.bio/ferruginousbacked-antbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,festive-amazon,https://animalia.bio/festive-amazon/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona festiva,South America,"Ecuador,","Forest,Rainforest,Woodland","https://en.wikipedia.org/wiki/Festive_amazon,https://www.iucnredlist.org/species/22727626/94954576,https://xeno-canto.org/690824",,,"Terrestrial, ,Oviparous, ,Arboreal",Not a migrant,,,,,,,,,,,
0,festive-coquette,https://animalia.bio/festive-coquette/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,Lophornis chalybeus,South America,"Brazil,","Anthropogenic biome,Forest,Savanna","https://en.wikipedia.org/wiki/Festive_coquette,https://www.iucnredlist.org/species/22726682/94929271",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,field-sparrow,https://animalia.bio/field-sparrow/,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella pusilla,North America,"Mexico,","Grassland,Anthropogenic biome,Forest,Shrubland","https://en.wikipedia.org/wiki/Field_sparrow,https://www.iucnredlist.org/species/22721179/94702636,https://xeno-canto.org/703984",,,"Terrestrial, ,Territorial, ,Oviparous",Partial Migrant,,,,,,,,,,,
0,fieldfare,https://animalia.bio/fieldfare/,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus pilaris,"Europe,","Asia,","Anthropogenic biome,Forest,Grassland,Shrubland,Agricultural,Woodland,Mountains,Rocky areas,Tundra,Wetlands,Marsh","https://en.wikipedia.org/wiki/Fieldfare,https://www.iucnredlist.org/species/22708816/87874379,https://xeno-canto.org/707312",,Africa,"Terrestrial, ,Oviparous",Migrating,,,,,,,,,,,
0,fiery-minivet,https://animalia.bio/fiery-minivet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fiery-topaz,https://animalia.bio/fiery-topaz/,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Topaza,Topaza pyra,South America,"Ecuador,","Forest,Rainforest,Rocky areas","https://en.wikipedia.org/wiki/Fiery_topaz,https://www.iucnredlist.org/species/22687756/93167823,https://xeno-canto.org/594783",,,,,,,,,,,,,,,
0,fierybilled-aracari,https://animalia.bio/fierybilled-aracari/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierybreasted-bushshrike,https://animalia.bio/fierybreasted-bushshrike/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierybrowed-starling,https://animalia.bio/fierybrowed-starling/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierycapped-manakin,https://animalia.bio/fierycapped-manakin/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierynecked-nightjar,https://animalia.bio/fierynecked-nightjar/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fieryshouldered-parakeet,https://animalia.bio/fieryshouldered-parakeet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierytailed-awlbill,https://animalia.bio/fierytailed-awlbill/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierythroated-fruiteater,https://animalia.bio/fierythroated-fruiteater/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierythroated-hummingbird,https://animalia.bio/fierythroated-hummingbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fierythroated-metaltail,https://animalia.bio/fierythroated-metaltail/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fiji-bush-warbler,https://animalia.bio/fiji-bush-warbler/,Animalia,Chordata,Aves,Passeriformes,Scotocercidae,Horornis,Horornis ruficapilla,,Fiji,"Forest,Shrubland","https://en.wikipedia.org/wiki/Fiji_bush_warbler,https://www.iucnredlist.org/species/22714403/94415706,https://xeno-canto.org/607163",,,,,,,,,,,,,,,
0,fiji-goshawk,https://animalia.bio/fiji-goshawk/,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter rufitorques,,Fiji,"Anthropogenic biome,Forest,Savanna,Agricultural,Urban wildlife,Rainforest","https://en.wikipedia.org/wiki/Fiji_goshawk,https://www.iucnredlist.org/species/22695538/93514241,https://xeno-canto.org/368861",,,"Terrestrial, ,Oviparous, ,Altricial, ,Soaring, ,Gliding",Not a migrant,,,,,,,,,,,
0,fiji-parrotfinch,https://animalia.bio/fiji-parrotfinch/,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura pealii,,Fiji,"Anthropogenic biome,Forest,Grassland,Agricultural,Neritic zone,Shrubland,Wetlands,Swamp","https://en.wikipedia.org/wiki/Fiji_parrotfinch,https://www.iucnredlist.org/species/22719729/94641554,https://xeno-canto.org/368850",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,fiji-petrel,https://animalia.bio/fiji-petrel/,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pseudobulweria,Pseudobulweria macgillivrayi,,Fiji,"Forest,Neritic zone,Oceanic pelagic zone,Marine","https://en.wikipedia.org/wiki/Fiji_petrel,https://www.iucnredlist.org/species/22697935/132613365",,,,,,,,,,,,,,,
0,fiji-shrikebill,https://animalia.bio/fiji-shrikebill/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fiji-wattled-honeyeater,https://animalia.bio/fiji-wattled-honeyeater/,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Foulehaio,Foulehaio taviunensis,,Fiji,"Anthropogenic biome,Forest,Mangrove,Mountains","https://en.wikipedia.org/wiki/Fiji_wattled_honeyeater,https://www.iucnredlist.org/species/103685978/112477475,https://xeno-canto.org/386837",,,,,,,,,,,,,,,
0,fiji-whistler,https://animalia.bio/fiji-whistler/,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala vitiensis,,Fiji,"Anthropogenic biome,Forest,Savanna,Shrubland","https://en.wikipedia.org/wiki/Fiji_whistler,https://www.iucnredlist.org/species/103693448/104274221,https://xeno-canto.org/391025",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,fiji-whiteeye,https://animalia.bio/fiji-whiteeye/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fiji-woodswallow,https://animalia.bio/fiji-woodswallow/,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus mentalis,,Fiji,"Freshwater,Anthropogenic biome,Forest,Grassland,Wetlands,Urban wildlife,Savanna","https://en.wikipedia.org/wiki/Fiji_woodswallow,https://www.iucnredlist.org/species/22706318/118743254,https://xeno-canto.org/386864",,,"Terrestrial, ,Oviparous, ,Soaring",Not a migrant,,,,,,,,,,,
0,finebanded-woodpecker,https://animalia.bio/finebanded-woodpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,finebarred-piculet,https://animalia.bio/finebarred-piculet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,finespotted-woodpecker,https://animalia.bio/finespotted-woodpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,finns-weaver,https://animalia.bio/finns-weaver/,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus megarhynchus,Asia,"India,","Anthropogenic biome,Grassland","https://en.wikipedia.org/wiki/Finn's_weaver,https://www.iucnredlist.org/species/22719011/131673620",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,finschs-bulbul,https://animalia.bio/finschs-bulbul/,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Iole,Iole finschii,Asia,"Brunei,","Anthropogenic biome,Forest","https://en.wikipedia.org/wiki/Finsch's_bulbul,https://www.iucnredlist.org/species/22713137/94360592",,,,,,,,,,,,,,,
0,finschs-euphonia,https://animalia.bio/finschs-euphonia/,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,Euphonia finschi,South America,"Brazil,","Freshwater,Anthropogenic biome,Forest,Savanna,Shrubland,Wetlands","https://en.wikipedia.org/wiki/Finsch's_euphonia,https://www.iucnredlist.org/species/22722718/94780074,https://xeno-canto.org/680694",,"Guyana,",,,,,,,,,,,,,
0,finschs-francolin,https://animalia.bio/finschs-francolin/,Animalia,Chordata,Aves,Galliformes,Phasianidae,Scleroptila,Scleroptila finschi,Africa,"Angola,","Forest,Grassland,Savanna","https://en.wikipedia.org/wiki/Finsch's_francolin,https://www.iucnredlist.org/species/22678760/92787669",,,,,,,,,,,,,,,
0,finschs-imperial-pigeon,https://animalia.bio/finschs-imperial-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,Ducula finschii,,Papua New Guinea,"Forest,Mountains,Montane forest","https://en.wikipedia.org/wiki/Finsch's_imperial_pigeon,https://www.iucnredlist.org/species/22691729/131926698,https://xeno-canto.org/502678",,,,,,,,,,,,,,,
0,finschs-parakeet,https://animalia.bio/finschs-parakeet/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara finschi,North America,"Costa Rica,","Anthropogenic biome,Forest","https://en.wikipedia.org/wiki/Finsch's_parakeet,https://www.iucnredlist.org/species/22685678/93082819,https://xeno-canto.org/518483",,,"Terrestrial, ,Oviparous, ,Arboreal",Migrating,,,,,,,,,,,
0,finschs-pygmy-parrot,https://animalia.bio/finschs-pygmy-parrot/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,Micropsitta finschii,,"Papua New Guinea,","Anthropogenic biome,Forest,Rainforest","https://en.wikipedia.org/wiki/Finsch's_pygmy_parrot,https://www.iucnredlist.org/species/22684866/93050353",,,,,,,,,,,,,,,
0,finschs-rufous-thrush,https://animalia.bio/finschs-rufous-thrush/,Animalia,Chordata,Aves,Passeriformes,Turdidae,Stizorhina,Stizorhina finschi,Africa,"Benin,","Freshwater,Forest,Wetlands,Swamp","https://en.wikipedia.org/wiki/Finsch's_rufous_thrush,https://www.iucnredlist.org/species/103879069/104195472,https://xeno-canto.org/695972",,,,,,,,,,,,,,,
0,finschs-wheatear,https://animalia.bio/finschs-wheatear/,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe finschii,"Africa,",Asia,"Desert,Grassland,Rocky areas,Shrubland","https://en.wikipedia.org/wiki/Finsch's_wheatear,https://www.iucnredlist.org/species/22710292/155608126,https://xeno-canto.org/463418",,,"Terrestrial, ,Oviparous",Migrating,,,,,,,,,,,
0,fiordland-penguin,https://animalia.bio/fiordland-penguin/,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes pachyrhynchus,Oceania,New Zealand,"Temperate broadleaf and mixed forest,Rock and ice,Intertidal zone,Forest,Neritic zone,Oceanic pelagic zone,Marine,Rocky areas","https://en.wikipedia.org/wiki/Fiordland_penguin,http://www.iucnredlist.org/details/22697776/0",,,"Semiaquatic, ,Flightless bird, ,Shorebirds, ,Altricial, ,Terrestrial, ,Congregatory, ,Oviparous","Not a migrant, ,Migrating",,,,,,"rookery, colony, huddle, convent, waddle, raft",,,,,
0,firebellied-woodpecker,https://animalia.bio/firebellied-woodpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firebreasted-flowerpecker,https://animalia.bio/firebreasted-flowerpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firecapped-tit,https://animalia.bio/firecapped-tit/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firecrested-alethe,https://animalia.bio/firecrested-alethe/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fireeyed-diucon,https://animalia.bio/fireeyed-diucon/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firefronted-bishop,https://animalia.bio/firefronted-bishop/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firemaned-bowerbird,https://animalia.bio/firemaned-bowerbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firetailed-myzornis,https://animalia.bio/firetailed-myzornis/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firetailed-sunbird,https://animalia.bio/firetailed-sunbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firethroat,https://animalia.bio/firethroat/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firetufted-barbet,https://animalia.bio/firetufted-barbet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,firewoodgatherer,https://animalia.bio/firewoodgatherer/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fiscal-flycatcher,https://animalia.bio/fiscal-flycatcher/,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Melaenornis,Melaenornis silens,Africa,"South Africa,","Anthropogenic biome,Grassland,Savanna,Shrubland,Agricultural,Forest,Woodland","https://en.wikipedia.org/wiki/Fiscal_flycatcher,https://www.iucnredlist.org/species/22709113/94192892,https://xeno-canto.org/674313",,"Botswana,","Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,fischers-greenbul,https://animalia.bio/fischers-greenbul/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fischers-lovebird,https://animalia.bio/fischers-lovebird/,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis,Agapornis fischeri,Africa,Tanzania,"Agricultural,Anthropogenic biome,Forest,Grassland,Shrubland,Savanna","https://en.wikipedia.org/wiki/Fischer's_lovebird,https://www.iucnredlist.org/species/22685346/131916519,https://xeno-canto.org/526237",Kenya,,"Arboreal, ,Zoochory, ,Nomadic, ,Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,fischers-sparrowlark,https://animalia.bio/fischers-sparrowlark/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fischers-starling,https://animalia.bio/fischers-starling/,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Lamprotornis fischeri,Africa,"Ethiopia,","Savanna,Shrubland","https://en.wikipedia.org/wiki/Fischer's_starling,https://www.iucnredlist.org/species/22710804/94261653",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,fischers-turaco,https://animalia.bio/fischers-turaco/,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,Tauraco fischeri,Africa,"Kenya,","Anthropogenic biome,Forest,Shrubland,Agricultural,Mountains","https://en.wikipedia.org/wiki/Fischer's_turaco,https://www.iucnredlist.org/species/22688327/93192788,https://xeno-canto.org/634183",,,,,,,,,,,,,,,
0,fish-crow,https://animalia.bio/fish-crow/,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ossifragus,North America,"Canada,","Agricultural,Anthropogenic biome,Brackish water,Coastal,Estuaries,Forest,Lakes,Marsh,Wetlands,Riparian,Rivers,Suburban,Swamp,Urban wildlife,Freshwater,Grassland,Intertidal zone,Marine","https://en.wikipedia.org/wiki/Fish_crow,https://www.iucnredlist.org/species/22705993/94045235,https://xeno-canto.org/661002",,,"Arboreal, ,Zoochory, ,Gliding, ,Terrestrial, ,Territorial, ,Oviparous",Migrating,,,,,,,,,,,
0,fivecolored-barbet,https://animalia.bio/fivecolored-barbet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fivecolored-munia,https://animalia.bio/fivecolored-munia/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fivestriped-sparrow,https://animalia.bio/fivestriped-sparrow/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flame-bowerbird,https://animalia.bio/flame-bowerbird/,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Sericulus,Sericulus ardens,Asia,"Papua New Guinea,","Forest,Savanna,Rainforest","https://en.wikipedia.org/wiki/Flame_bowerbird,https://www.iucnredlist.org/species/22736077/104084394",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,flame-robin,https://animalia.bio/flame-robin/,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Petroica,Petroica phoenicea,,Australia,"Anthropogenic biome,Forest,Savanna,Shrubland,Rainforest,Woodland,Grassland,Mountains,Rocky areas","https://en.wikipedia.org/wiki/Flame_robin,https://www.iucnredlist.org/species/22704819/93986683,https://xeno-canto.org/673858",,,"Terrestrial, ,Oviparous, ,Altricial, ,Territorial",Migrating,,,,,,,,,,,
0,flamebreasted-flowerpecker,https://animalia.bio/flamebreasted-flowerpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamebreasted-fruit-dove,https://animalia.bio/flamebreasted-fruit-dove/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamebreasted-sunbird,https://animalia.bio/flamebreasted-sunbird/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamecolored-tanager,https://animalia.bio/flamecolored-tanager/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamecrest,https://animalia.bio/flamecrest/,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus goodfellowi,Asia,Taiwan,"Forest,Mountains,Shrubland","https://en.wikipedia.org/wiki/Flamecrest,https://www.iucnredlist.org/species/22712580/94337262,https://xeno-canto.org/622456",,,"Terrestrial, ,Oviparous, ,Territorial",Partially migrant,,,,,,,,,,,
0,flamecrested-manakin,https://animalia.bio/flamecrested-manakin/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamecrested-tanager,https://animalia.bio/flamecrested-tanager/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamecrowned-flowerpecker,https://animalia.bio/flamecrowned-flowerpecker/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flameeared-honeyeater,https://animalia.bio/flameeared-honeyeater/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamefaced-tanager,https://animalia.bio/flamefaced-tanager/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamefronted-barbet,https://animalia.bio/flamefronted-barbet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamerumped-tanager,https://animalia.bio/flamerumped-tanager/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flametempled-babbler,https://animalia.bio/flametempled-babbler/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamethroated-bulbul,https://animalia.bio/flamethroated-bulbul/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamethroated-sunangel,https://animalia.bio/flamethroated-sunangel/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamethroated-warbler,https://animalia.bio/flamethroated-warbler/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flamewinged-parakeet,https://animalia.bio/flamewinged-parakeet/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flaming-sunbird,https://animalia.bio/flaming-sunbird/,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga flagrans,Asia,Philippines,Forest,"https://en.wikipedia.org/wiki/Flaming_sunbird,https://www.iucnredlist.org/species/103805010/94564834",,,,,,,,,,,,,,,
0,flammulated-bamboo-tyrant,https://animalia.bio/flammulated-bamboo-tyrant/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flammulated-flycatcher,https://animalia.bio/flammulated-flycatcher/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Deltarhynchus,Deltarhynchus flammulatus,North America,Mexico,"Anthropogenic biome,Forest,Savanna,Shrubland,Woodland","https://en.wikipedia.org/wiki/Flammulated_flycatcher,https://www.iucnredlist.org/species/22700461/93777772,https://xeno-canto.org/255911",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,flammulated-owl,https://animalia.bio/flammulated-owl/,Animalia,Chordata,Aves,Strigiformes,Strigidae,Psiloscops,Psiloscops flammeolus,North America,"Canada,","Temperate broadleaf and mixed forest,Taiga,Tropical moist forests,Temperate coniferous forest,Forest,Mountains","https://en.wikipedia.org/wiki/Flammulated_owl,https://www.iucnredlist.org/species/22688637/93203659,https://xeno-canto.org/613540",,,"Arboreal, ,Pursuit predator, ,Ambush predator, ,Altricial, ,Terrestrial, ,Oviparous",Migrating,,,,,Central America,"parliament, stare",,,,,
0,flammulated-treehunter,https://animalia.bio/flammulated-treehunter/,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Thripadectes,Thripadectes flammulatus,South America,"Ecuador,","Forest,Mountains","https://en.wikipedia.org/wiki/Flammulated_treehunter,https://www.iucnredlist.org/species/22702902/93894638,https://xeno-canto.org/673564",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,flappet-lark,https://animalia.bio/flappet-lark/,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Mirafra,Mirafra rufocinnamomea,Africa,"South Africa,","Grassland,Savanna,Shrubland","https://en.wikipedia.org/wiki/Flappet_lark,https://www.iucnredlist.org/species/22717068/118709779,https://xeno-canto.org/699545",,"Angola,","Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,flatbilled-kingfisher,https://animalia.bio/flatbilled-kingfisher/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flatbilled-vireo,https://animalia.bio/flatbilled-vireo/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flavescent-bulbul,https://animalia.bio/flavescent-bulbul/,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus flavescens,Asia,"China,","Anthropogenic biome,Forest,Shrubland,Mountains,Montane forest","https://en.wikipedia.org/wiki/Flavescent_bulbul,https://www.iucnredlist.org/species/103834344/94345772,https://xeno-canto.org/643931",,,"Terrestrial, ,Oviparous",Partially migrant,,,,,,,,,,,
0,flavescent-flycatcher,https://animalia.bio/flavescent-flycatcher/,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiophobus,Myiophobus flavicans,South America,"Ecuador,","Forest,Mountains,Montane forest","https://en.wikipedia.org/wiki/Flavescent_flycatcher,https://www.iucnredlist.org/species/22699668/93742873,https://xeno-canto.org/584566",,,,,,,,,,,,,,,
0,flavescent-warbler,https://animalia.bio/flavescent-warbler/,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,Myiothlypis flaveola,South America,"Argentina,",Forest,"https://en.wikipedia.org/wiki/Flavescent_warbler,https://www.iucnredlist.org/species/22722038/132149900,https://xeno-canto.org/708040",,,"Terrestrial, ,Oviparous",Not a migrant,,,,,,,,,,,
0,fleshfooted-shearwater,https://animalia.bio/fleshfooted-shearwater/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flightless-cormorant,https://animalia.bio/flightless-cormorant/,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax harrisi,South America,Ecuador,"Desert,Intertidal zone,Neritic zone,Marine,Rocky areas","https://en.wikipedia.org/wiki/Flightless_cormorant,http://www.iucnredlist.org/details/22696756/0,https://xeno-canto.org/123075",,,"Semiaquatic, ,Seabirds, ,Flightless bird, ,Altricial, ,Shorebirds, ,Terrestrial, ,Congregatory, ,Oviparous, ,Sedentary",Not a migrant,,Neornithes,Neognathae,Neoaves,,"gulp, flight, rookery, sunning, swim",,,,,
0,flock-bronzewing,https://animalia.bio/flock-bronzewing/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Phaps,Phaps histrionica,,Australia,"Anthropogenic biome,Grassland,Desert,Shrubland","https://en.wikipedia.org/wiki/Flock_bronzewing,https://www.iucnredlist.org/species/22690673/93283207",,,"Terrestrial, ,Oviparous, ,Nomadic",Not a migrant,,,,,,,,,,,
0,floreana-mockingbird,https://animalia.bio/floreana-mockingbird/,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,Mimus trifasciatus,South America,Ecuador,Shrubland,"https://en.wikipedia.org/wiki/Floreana_mockingbird,https://www.iucnredlist.org/species/22711063/132093428,https://xeno-canto.org/24274",,,,,,,,,,,,,Galápagos,,
0,flores-crow,https://animalia.bio/flores-crow/,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus florensis,Asia,Indonesia,Forest,"https://en.wikipedia.org/wiki/Flores_crow,https://www.iucnredlist.org/species/22705956/110289015,https://xeno-canto.org/587630",,,,,,,,,,,,,,,
0,flores-green-pigeon,https://animalia.bio/flores-green-pigeon/,Animalia,Chordata,Aves,Columbiformes,Columbidae,Treron,Treron floris,Asia,Indonesia,"Forest,Savanna","https://en.wikipedia.org/wiki/Flores_green_pigeon,https://www.iucnredlist.org/species/22691170/177699445,https://xeno-canto.org/410177",,,,,,,,,,,,,,,
0,flores-hawkeagle,https://animalia.bio/flores-hawkeagle/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flores-monarch,https://animalia.bio/flores-monarch/,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Symposiachrus,Symposiachrus sacerdotum,Asia,Indonesia,"Forest,Mountains","https://en.wikipedia.org/wiki/Flores_monarch,https://www.iucnredlist.org/species/22707285/110053775,https://xeno-canto.org/410483",,,,,,,,,,,,,,,
0,flores-scops-owl,https://animalia.bio/flores-scops-owl/,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus alfredi,Asia,Indonesia,Forest,"https://en.wikipedia.org/wiki/Flores_scops_owl,https://www.iucnredlist.org/species/22724396/94864662,https://xeno-canto.org/410398",,,,,,,,,,,,,,,
0,flores-sea-cuckoodove,https://animalia.bio/flores-sea-cuckoodove/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,flores-sea-cuckoodove---,https://animalia.bio/flores-sea-cuckoodove---/,,,,,,,,,,,,,,,,,,,,,,,,,,
0,florida-scrub-jay,https://animalia.bio/florida-scrub-jay/,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma coerulescens,North America,United States,"Shrubland,Forest,Riparian,Anthropogenic biome,Suburban,Urban wildlife,Grassland","https://en.wikipedia.org/wiki/Florida_scrub_jay,https://www.iucnredlist.org/species/22705629/116891452,https://xeno-canto.org/371888",,Florida,"Arboreal, ,Altricial, ,Zoochory, ,Terrestrial, ,Territorial, ,Oviparous",Not a migrant,,,,,,"band, cast, party, scold",,,,,
0,fluffybacked-titbabbler,https://animalia.bio/fluffybacked-titbabbler/,,,,,,,,,,,,,,,,,,,,,,,,,,
